id,comment_text,task_1,task_2,task_3
1124770884101787648,rt bin kurz vor den 2 222 followern ein paar von euch nnen sich jetzt schon mal ausziehen und mir dann ihre nudes sch ,NOT,NONE,hasoc_2020_de_1057
1126070753466753024,schlimmer geht es nicht adidas chef rorsted rechnet mit bundeskanzlerin merkel ab via ,NOT,NONE,hasoc_2020_de_3048
1127597685618499586,unfassbar merkel muss weg ,NOT,NONE,hasoc_2020_de_3486
1130015697675935745,ach und mit leuten wie maas und merkel die uns vorgelogen haben der unheilvolle ,NOT,NONE,hasoc_2020_de_12
1132379947161587713,bei dir den kopf ab ,NOT,NONE,hasoc_2020_de_2980
1129871543637557248,rt meine tante schickt das einfach in die familiengruppe und i ,NOT,NONE,hasoc_2020_de_374
1128426127754711041,rt warum die europ er vasallen der usa sind und wie von dieser tatsache abgelenkt wird ,NOT,NONE,hasoc_2020_de_2188
1127905694341058561,macht mich schon wieder absolut sad dass ich nichts kann ,NOT,NONE,hasoc_2020_de_2383
1125499250186555398,achja deutsche und ihr heldenmythos unamused ,NOT,NONE,hasoc_2020_de_2286
1128625701152788482,don alphonso echt jetzt der komische neue rechte der nie ahnung hat ,NOT,NONE,hasoc_2020_de_2306
1129705843488886784,wenn ich ihr gesicht sehe muss ich auch brechen ,NOT,NONE,hasoc_2020_de_2826
1128139228989337601,rt merkel spalterische eurorettungspolitik entpuppt sich als fiskalisches fiasko un uschungskonstrukt ,NOT,NONE,hasoc_2020_de_210
1129681206122078208,mir doch schei egal ,NOT,NONE,hasoc_2020_de_1043
1128393147975905280,und noch eine luftblase merkel strebt klimaneutralit bis 2050 an ,NOT,NONE,hasoc_2020_de_362
1125805627291439105,die arroganz der linken schadet nicht nur dem politischen diskurs so ,HOF,NONE,hasoc_2020_de_389
1124639967291039745,ist dein bester freund auch so 1 hurensohn wie der bazi ,HOF,OFFN,hasoc_2020_de_1245
1124617385175134208,das ist das resultat merkel deutschland europa welt politik merkel kassierte milliarden aufbau der ,NOT,NONE,hasoc_2020_de_768
1127101524608454657,kennst du schon ryan riback kinder eyes hoshimusikdesign von hoshimusikdesign auf soundcloud np ,NOT,NONE,hasoc_2020_de_2847
1133891209414549505,neueste videos 30 05 2019 von kikivega gt krasse aktion von der strasse direkt in den arsch ,HOF,PRFN,hasoc_2020_de_171
1133744543013265408,rt einfach weiter cheln akk merkel ,NOT,NONE,hasoc_2020_de_111
1133574749177679872,deutsche hobby pornos deutsche junge schlampen porno teens ficken hd frauen ficken sich ,HOF,PRFN,hasoc_2020_de_2467
1129469322466910209,dir rde ich jetzt gerne in deinen geilen arsch ficken und dir das arschloch voll spritzen geile sau ,HOF,PRFN,hasoc_2020_de_3126
1125357876942446592,kotzen muss ich so oder so tears of joy ,NOT,NONE,hasoc_2020_de_2546
1125681958254673927,einfach nur ,NOT,NONE,hasoc_2020_de_2255
1134524796786679808,da brauchts nicht mal was staatlich organisiertes die leute sind so i am kopf gfickt die schaffens selbst ,HOF,PRFN,hasoc_2020_de_2702
1126772867339673600,hmm ab 1933 unterst tzte die kirche ja auch die nazis ,NOT,NONE,hasoc_2020_de_2003
1134196022052368384,du super spinner ihr seit doch die mietpreis wucherer mit eurem styropor das pack gabriel verlogene scheiss partei ,NOT,HATE,hasoc_2020_de_3465
1133089841481232385,rt niemand in europa redet vom klimaschutz nur in eurer kleinen deutsch chauvinistischen welt die ihr euch eingerichtet habt ,NOT,NONE,hasoc_2020_de_2022
1127995167217262592,das doch fr her gt ,NOT,NONE,hasoc_2020_de_2332
1127299491583991809,kinder sind halt dumm wie schei schade ,HOF,HATE,hasoc_2020_de_2675
1125705874180399104,rt auf 11 quadratmetern mit einer vierk pfigen familie junge wohnkonzepte in europa unsere neue serie club28 zeigt probleme ,NOT,NONE,hasoc_2020_de_20
1128219658971176960,die linken und gr nen scheinbar doch ,NOT,NONE,hasoc_2020_de_1040
1125450592061665282,was ein dummes widerliches arschloch ,HOF,PRFN,hasoc_2020_de_3310
1127968445323198464,merkel hat doch fast alles erreicht den rest deutschland schafft sie auch noch macht alle weiter so und denkt das ,HOF,OFFN,hasoc_2020_de_951
1133263997405474816,extension daniel mitchell telford tigers gt telford tigers nihl ,NOT,NONE,hasoc_2020_de_2388
1128290915976712194,rt konservative die linken machen nur noch identit tspolitik und sind deshalb schuld am rechtsruck linke lasst mal ber ,NOT,NONE,hasoc_2020_de_3339
1134553221568110592,rt ich pack langsam nicht mehr see no evil grinning with sweat ,NOT,NONE,hasoc_2020_de_2184
1131616638342782976,merkel doktorarbeit ein fake mmnews ,NOT,NONE,hasoc_2020_de_2579
1134560322528907265,ich packs eh berhaupt nicht dass es hier schon so weit ist anscheinend taugt die neue balkonlage echt was tears of joy ,NOT,NONE,hasoc_2020_de_491
1129793496045502464,oder der aluhut zu fest auf dem kopf sitzt und das restliche hirn zerquetscht ,NOT,NONE,hasoc_2020_de_2973
1126077124576722945,schon irritierend dass hinter herrn hnert nicht nur der diw pr sident fratzscher sondern ,NOT,NONE,hasoc_2020_de_440
1124486669690912768,pass that deutsche ,NOT,NONE,hasoc_2020_de_1735
1131060528158257152,rt politiker so die jugend ist so unpolitisch rezo so besch ftigt sich mit politik politiker so mimimi fakenew ,NOT,NONE,hasoc_2020_de_1911
1134117936703135744,zur ck ins jugendzimmer ,NOT,NONE,hasoc_2020_de_2434
1128535116781891585,rt merkel will klimaneutralit bis 2050 reicht nicht paris mit aktueller politik wirds auch nichts vor 2200 merkel i ,NOT,NONE,hasoc_2020_de_384
1124792304433287168,gabriel morreu ,NOT,NONE,hasoc_2020_de_1644
1125139898971971587,bestell dir halt fr her was dansgame ,NOT,NONE,hasoc_2020_de_2376
1131104706774880257,juristen die nichts nnen werden politiker vom kaliber maas ,NOT,NONE,hasoc_2020_de_1730
1129647102232023040,schei nazi ,HOF,OFFN,hasoc_2020_de_750
1131583708861992961,rt das ist eure politik merkel und sie der verbrecher macron ,HOF,OFFN,hasoc_2020_de_49
1132192612763488256,kein wunder diese nazis wollten wollen sterreich putschen keine macht diesen nazis hcsmussweg ,NOT,NONE,hasoc_2020_de_1102
1128193356478152705,rt gibt es eigentlich puffs frauen ,NOT,NONE,hasoc_2020_de_602
1133367865116168192,das linke wahldesaster in europa str mungs bergreifend haben linke parteien bei der europe wahlen verloren ein nachha ,NOT,NONE,hasoc_2020_de_164
1124830652942245889,sie meisten gr nen sind alkoholiker ,HOF,HATE,hasoc_2020_de_2336
1128720500803481600,rt gibt es eigentlich diese fridaysforfuture demos noch oder ist es den kindern zu bl sich i am mai bei zehn grad den arsch ,HOF,NONE,hasoc_2020_de_3164
1125744604370829312,rt es gibt immer dieses nur mal kurz arschloch ,HOF,PRFN,hasoc_2020_de_1121
1128194199533256704,freiheizstatue rt achimspiegel bei euch linken g be es gar nichts au er zerfall armut und unterdr ckung ,NOT,NONE,hasoc_2020_de_2062
1131578390513893381,rt deutsche traumurlaub ,NOT,NONE,hasoc_2020_de_1226
1125326851696623617,rt es ist eine schande es gibt tausende bed rftige kinder und familien warum kann man diese lebensmittel nicht verschenken h ,NOT,NONE,hasoc_2020_de_3467
1128789971064823813,wissen islam terror islam amp koran die aktuelle bedrohung fuer deutschland und die welt ,HOF,NONE,hasoc_2020_de_256
1130010387682865152,rt ich bin die dumme schlampe die vor der ganzen welt aus ihrem kleinen penis pisst und auch noch ihr gesicht dabei zeigt dabe ,HOF,NONE,hasoc_2020_de_1902
1123504611158106112,rt aufstehen gegen pseudolinken gr ne die vormalige gr ne friedenspartei hat sich zur schrillsten kriegspartei gemausert die ,NOT,NONE,hasoc_2020_de_300
1125846572078649344,der doktor hat ein herz das ist nicht dumm homeforwhovians ,NOT,NONE,hasoc_2020_de_1767
1134521730729500672,da stimmt einfach alles vallah ,NOT,NONE,hasoc_2020_de_2501
1125080683775447040,du leckst den ab ,NOT,NONE,hasoc_2020_de_1020
1128585066723069953,nun die usa machen doch nur was merkel selbst fordert ,NOT,NONE,hasoc_2020_de_632
1127303581038780416,was hat das mit dem islam zu tun alle religionen geh ren zum teufel um es mit ihrem wort zu sagen ,NOT,NONE,hasoc_2020_de_1584
1133395895662383104,was machen eigentlich die linken und ihre symphatische vorzeigekandidatin weiss man da was ,NOT,NONE,hasoc_2020_de_1500
1132981922043441152,was die erstw hler noch erfahren werden ist dass ein kreux bei den gr nen nicht das klima rettet weil gr ne ,NOT,NONE,hasoc_2020_de_1631
1123851522046140416,hitler macht kein deutschrap 6 1 hitler ,NOT,NONE,hasoc_2020_de_137
1132623044818739201,ist irgendwie bl de afd ist schei aber auch die scheinheilige linke und co wenn man sich mal richt ,HOF,OFFN,hasoc_2020_de_757
1131103767263436800,rt europewahl stoppt endlich merkels jahrelange massen und verbrecherinvasion sie zerst rt deutschland hlt afd ,HOF,NONE,hasoc_2020_de_120
1130836225164812288,wussten sie dass das wort lldeponie eigentlich schon zu den veralteten rtern in deutschland z hlen sste ,NOT,NONE,hasoc_2020_de_1696
1133061752227287040,puh was kollossale scheisse einfach kann das nicht faven ,HOF,PRFN,hasoc_2020_de_139
1124589283346501632,die deutschen politiker sind den islamisten ausgeliefert punkt ,NOT,NONE,hasoc_2020_de_921
1126179859884126208,ein rapper der in seinen texten haupts chlich misogyne schei von sich gibt und sich als misogynes arschloch insz ,HOF,PRFN,hasoc_2020_de_852
1125840607790927872,deutsche xxxtentacion ,NOT,NONE,hasoc_2020_de_408
1125146232387719168,rt wir hatten schon mal rot gr abgezockt habt ihr uns belogen und betrogen h4 altersarmut leiharbeit ,NOT,HATE,hasoc_2020_de_2045
1133660187150159873,rt deutschland wird in der bedeutungslosigkeit verschwinden eine schande wenn man bedenkt was deutsche der welt einst hi ,NOT,NONE,hasoc_2020_de_1457
1134019173435301888,wie viele dumme menschen es doch gibt und sie merken noch nicht mal wie mlich sie sind sie denken total besc ,HOF,NONE,hasoc_2020_de_2883
1127836463163412480,rt verdammt die gr nen kommen nicht ins himmelsreich weil sie vielflieger sind ,NOT,NONE,hasoc_2020_de_1662
1130781674084737024,rt stiftung warentest tropenholz in grillkohle grillen grillkohle ,NOT,NONE,hasoc_2020_de_2105
1126956875684229120,h rt sich nach aua an ,NOT,NONE,hasoc_2020_de_483
1129942737766223872,rt por charles schulz ,NOT,NONE,hasoc_2020_de_2887
1133444432152469505,wart ab die bogensch tzen dezimieren die prinzen und dann stimmt es wieder ,NOT,NONE,hasoc_2020_de_58
1132345503549722626,was ein hurensohn und dann lacht der noch so dreckig ,HOF,NONE,hasoc_2020_de_124
1133127095289294849,identifikationmitdemaggressor oder einfach dummheit ,NOT,NONE,hasoc_2020_de_1307
1125766817396547590,rt das seltsame an der zensur dieses satzes er ist einfach nur ein fakt es ist keine beleidigung keine verleumdung keine entw ,NOT,NONE,hasoc_2020_de_3482
1129070117009199106,rt nazis sind nazis weil sie nazis sein wollen ,NOT,NONE,hasoc_2020_de_1707
1134481469634727937,real pornos deutsch reality kings gratis frauen vogeln milf arsch ,HOF,PRFN,hasoc_2020_de_1380
1133314178045947904,was geschieht wenn deutsche familien austauschsch ler aufnehmen mal die bliche teenager hsal mal sitcom mal ,NOT,NONE,hasoc_2020_de_583
1131380129958170624,rt deutsche medien sind schon komisch terrorpkk in deutschland gestern pkk freiheitsk mpfer jetzt pkk irakische ro ,NOT,NONE,hasoc_2020_de_173
1127573358676193280,burka merkel ,NOT,NONE,hasoc_2020_de_2143
1129244189005373441,und ich werde nurnoch in meinem zimmer sitzen und ich werde hier bis ich ausziehe kein gramm essen zu mir nehmen ,NOT,NONE,hasoc_2020_de_2515
1128229574318407680,was ist den mit den g ngster rap unsere kinder verbl den wenn sie die cha ,NOT,NONE,hasoc_2020_de_2811
1127159733167775744,mich schon das buchzitat des tages immer musste man dort hinter irgendeinem idioten in der schlange stehen ,NOT,NONE,hasoc_2020_de_2384
1130185457965387782,sexistische kackscheisse einfach nur ,HOF,PRFN,hasoc_2020_de_2799
1127159347291873281,auch das treppenhaus ist dann sehr einfach zu re ,NOT,NONE,hasoc_2020_de_2782
1126186331707772928,gegen die sind dumm und mmer intelligenzbestien nicht auf eine frage ,HOF,NONE,hasoc_2020_de_351
1132985743054393346,liebs wie er beim wahlomat auch bei den gr nen am meisten prozent hatte aber bestimmt irgendeinen anderen schei ,NOT,PRFN,hasoc_2020_de_1097
1124688268900147206,rt bew hrungsstrafe schwarzafrikanischen asyltouristen der eine junge deutsche auf kirchentreppe vergewaltigt hat ,NOT,NONE,hasoc_2020_de_903
1129841638254305281,kann irgendwie nicht aufh ren seun kuti auf den arsch zu schauen ,HOF,NONE,hasoc_2020_de_631
1132651163428499461,hure mit milch lesbensexvideos kostenlos blonde deutsche schlampe deutsche schwiegermtter gratis porno ,HOF,PRFN,hasoc_2020_de_1823
1134539799807893509,dummheit volltreffer ,NOT,NONE,hasoc_2020_de_3079
1134093739767607296,rt es ist mir ein tsel wozu es berhaupt noch wirtschaftsverb nde gibt tatenlos sehen sie zu wie eine gr ne bande den ,NOT,NONE,hasoc_2020_de_497
1132041026405687296,rt so that was fun einfach goil dieser arsch ,HOF,PRFN,hasoc_2020_de_289
1126057663031390208,fandest du es auch so schei wie ich ,NOT,PRFN,hasoc_2020_de_2387
1132647476639522816,sind blaue haare das neue blond oder warum wird um es doof zu sagen dumm erkl rt ,NOT,NONE,hasoc_2020_de_2127
1127290717083185153,damals als es linke journalisten waren die sich so trafen ,NOT,NONE,hasoc_2020_de_1124
1134510267700785153,reifen frauen com fette haarige frauen ficken junge frauen deutscher wrge fetisch porno ,HOF,PRFN,hasoc_2020_de_1722
1128225824572944384,samsung da29 00020b haf cin exp premium refrigerator water filter white 2 pack ,NOT,NONE,hasoc_2020_de_2244
1129083811415887872,der aufschrei gewesen wenn er einen linken ber die br stung gehoben h tte smiling with sunglasses ,NOT,NONE,hasoc_2020_de_293
1128609179780960256,nwbre14 borken westf ab 16 31 gt essen hbf an 17 29 am 15 05 2019 teilausfall von dorsten ab 16 5 ,NOT,NONE,hasoc_2020_de_1309
1125106994657021952,allen ein fr hliches allahu akbert ,NOT,NONE,hasoc_2020_de_914
1125800262772449280,wennst nicht zuh rst und sie dich gegen die wand choked ,NOT,NONE,hasoc_2020_de_1239
1126074855462506496,hurensohn wer nicht mich stimmt ,HOF,PRFN,hasoc_2020_de_793
1126037823981748225,rt fr her nahmen sich reiche moslems mehrere frauen und sorgten die heute nehmen sich alle moslems mehrere frauen und da ,HOF,NONE,hasoc_2020_de_3232
1132921989654560769,rot gr zusammen haben 1 7 verloren ,NOT,NONE,hasoc_2020_de_2134
