id,comment_text,task_1,task_2,task_3
1126874872817364992,rt why do tech guys constantly want to spend their billions getting into space rather than idk spending it on marshall pla ,NOT,NONE,hasoc_2020_en_1661
1126876248574234626,rt people just talk regardless if they know what the fuck they talm bout or not ignore em ,HOF,PRFN,hasoc_2020_en_1383
1130168882063433729,okayyyy where ya going ,NOT,NONE,hasoc_2020_en_1300
1127077076044005377,rt father of colorado school shooter alec mckinney is serial felon and illegal immigrant ,HOF,OFFN,hasoc_2020_en_4475
1126961195779489792,you do phenomenal job i sleep better at night knowing you are at helm ,NOT,NONE,hasoc_2020_en_3440
1126974445606719488,rt hell fucking no ,HOF,PRFN,hasoc_2020_en_1322
1130080860374540288,null another hour it may 19 2019 at 09 00pm ,NOT,NONE,hasoc_2020_en_4374
1123586102265352193,this is not partisan issue he lied it felony he needs to go ,NOT,NONE,hasoc_2020_en_3391
1130076557026963457,rt i am so sick of republicans endorsing positions simply to appease the media and the left the media loves republicans ,HOF,NONE,hasoc_2020_en_1592
1123811667769479168,rt if you ever want to pray for me then pray that the shahada will always be engraved in my heart until my final breath on this ,NOT,NONE,hasoc_2020_en_2409
1130202608461914117,rt all ready for game 5 go blues blue heart kathy golik other half entertainment lgb playgloria laurabr ,NOT,NONE,hasoc_2020_en_4600
1123578477045800961,rt me staring at my carmex only after applying it 3 minutes ago me don do it don do it don do it don do it ,NOT,NONE,hasoc_2020_en_5191
1126895529781284864,someone said i look like max theiriot and now no one can tell me shit about my looks best compliment ever ,HOF,PRFN,hasoc_2020_en_2549
1126973283788894209,fuck james charles ,HOF,PRFN,hasoc_2020_en_2650
1126882812659937280,rt exols brag about daesangs gucci and album sales bts now officially has the highest number of daesangs dior works for ,NOT,NONE,hasoc_2020_en_1528
1123510940362784769,rt stop saying i love you simply because you want to get in between her legs be honest tell her what you want she might give ,HOF,OFFN,hasoc_2020_en_4444
1123492837759184896,at his arms theyre so buff ,NOT,NONE,hasoc_2020_en_4292
1126818006435340288,kahaz where he vanish go ,NOT,NONE,hasoc_2020_en_3277
1127013729453989888,rt house casten sigil white shark trailing fish on field of deep blue words the blood will tell ,NOT,NONE,hasoc_2020_en_514
1123676997039919104,rt i think we need to work on putting together an internet of scooters talk ,NOT,NONE,hasoc_2020_en_4539
1126855579023093761,lfnsjxjeofkskfke yoooo fuck him that embarrassing ass verse all i get is these vampires and bluud suckas ,HOF,PRFN,hasoc_2020_en_1518
1130283864725704704,jon is some of all making excuses for all partners terrible ass behaviors ,HOF,PRFN,hasoc_2020_en_1868
1130341590898057216,little chaer ,NOT,NONE,hasoc_2020_en_3769
1126956565267980288,my djdjduxudgybjdjdiendnfndj hajimeme just fucking lynxed me and it was the gold one yucky but nice smell but still yucky ,HOF,PRFN,hasoc_2020_en_1053
1130239472191168513,ooh i never have to go to walmart but this lmao ,NOT,NONE,hasoc_2020_en_3443
1126859827878166528,rt the fact that she looking at him like this is the most romantic shit ever is sending me ,HOF,PRFN,hasoc_2020_en_4783
1123709796488810496,fuckkkk i need that ,HOF,PRFN,hasoc_2020_en_4135
1127032465426534400,rt do i want to die or do i just want to stop feeling empty everyday ,HOF,PRFN,hasoc_2020_en_3685
1127056477812772869,rt i want this to happen to liar pappu foul mouthed siddu sidramaiah prakash raj many more so that they should think ,NOT,NONE,hasoc_2020_en_4517
1130170853382152192,every fucking thing i do is problem stretching fucking problem every damn thing fucking problem ,HOF,PRFN,hasoc_2020_en_3047
1123571376101777409,rt somewhere out there is six hour cut of this film and they need to put it on blu ray i need the 45 minut ,NOT,NONE,hasoc_2020_en_2225
1123718738753277960,rt this is the third case in less than year in which former us intelligence officer has pled or been found guilty of conspi ,NOT,NONE,hasoc_2020_en_5137
1126801581565980673,don nobody want no damn white man ew amp ,HOF,PRFN,hasoc_2020_en_2138
1130232962644140034,this is what you will look like if you hate the letter sub 2 myusernamesthis ,NOT,NONE,hasoc_2020_en_4493
1130283726313795584,my hot water heater went out today that damn trump got me again ,HOF,OFFN,hasoc_2020_en_5034
1126754336904585216,we think you ought to know dear brothers and sisters about the trouble we went through in the ,NOT,NONE,hasoc_2020_en_525
1123666624542838784,i need ,NOT,NONE,hasoc_2020_en_1220
1123573271889420289,thats what the fuck you really going do foh ,HOF,PRFN,hasoc_2020_en_4188
1130092084357160961,no he not their fighting for the right to keep fucking their siblings and their children ,HOF,PRFN,hasoc_2020_en_1002
1123671758375149570,rt draymond had lebron eyes looking like that too nigga dead ass be digging in his butt before games ,HOF,PRFN,hasoc_2020_en_993
1126793339737534465,rt which is why you dumb bums need to stop getting your lashes done from any random lash tech make sure they re certified at lea ,HOF,PRFN,hasoc_2020_en_1181
1126978027533979648,rt help rt hi everyone i need your help to report this instagram acc he using someone vid to make his so ,NOT,NONE,hasoc_2020_en_270
1123786887813054464,you re pouring up 3 ,NOT,NONE,hasoc_2020_en_1655
1126878584772210691,i agree with president trump ,NOT,NONE,hasoc_2020_en_1019
1126853645469986817,rt if you are feeling sorry for the people of king landing just remember they rooted for ned execution gameofthrones ,NOT,NONE,hasoc_2020_en_3896
1126780811364139009,i can not fucking wait for this week to be over tbh the absolute gall of certain people on here is absolutely beyond me ,HOF,PRFN,hasoc_2020_en_5188
1123578724488761345,we know you probably legitimately think you are living under tyrannical ,NOT,NONE,hasoc_2020_en_816
1126742647408742401,rt this fandom fucking sucks now 2013 was the best we were never problematic back ariana was our little secret every oth ,HOF,PRFN,hasoc_2020_en_2322
1130239111501979654,rt when the netflix movie is finally over and it time to fuck ,HOF,PRFN,hasoc_2020_en_5107
1123688925661409280,you were righteous and fierce we are gonna need more of that if we are ever gonna crawl out of this slagheap of corruption ,NOT,NONE,hasoc_2020_en_4466
1123771595368075265,because she ass like the cyst on her ass ,HOF,OFFN,hasoc_2020_en_73
1123488182044110848,rt some dumbass dmed me telling me i couldn dance to when the party over so here you go fuck you greg ,HOF,PRFN,hasoc_2020_en_305
1130086732420882432,rt go go go heydayxperthsaint ,NOT,NONE,hasoc_2020_en_5045
1130328089450426375,jon bitch ,HOF,PRFN,hasoc_2020_en_1136
1123504804075048960,rt this shit has me dying tears of joy tears of joy tears of joy tears of joy loudly crying face loudly crying face ,HOF,PRFN,hasoc_2020_en_5266
1126783025956573184,rt i wonder what trump supporters think about my undocumented ass graduating undergrad in 4 years with 3 majors chem math bio ,HOF,HATE,hasoc_2020_en_4611
1126808229525082113,bitch what the fuck ,HOF,PRFN,hasoc_2020_en_3394
1130209407416045569,rt from being an illegal immigrant from nigeria to being college graduate in other words fuck donald trump ,HOF,PRFN,hasoc_2020_en_2272
1130240239757352960,cmon dude keep it on the damn fairway don give this away ,HOF,PRFN,hasoc_2020_en_2099
1130298255345037312,rt lol what trash ass ending gameofthronesfinale ,HOF,PRFN,hasoc_2020_en_196
1123534092904140801,rt fuck slutty busty milf step mom now smiling with heart eyes smiling with heart eyes for free click here amp enjoy fuck h ,HOF,OFFN,hasoc_2020_en_3296
1123649100749201408,as far as i concerned that america ass ,HOF,PRFN,hasoc_2020_en_2636
1123617739938000896,this the cutest shit ive ever seen ,HOF,PRFN,hasoc_2020_en_2528
1123675147343421448,rt and as pragya thakur defends his father guess which party will be his choice rather which party will welcome him wit ,NOT,NONE,hasoc_2020_en_5265
1126926349505982464,rt 190510 yixing weibo update uh are you fat or is your fur just long ,NOT,NONE,hasoc_2020_en_562
1123475024520912899,rt all can stick your damn crying tweets up your ass and i honestly feel bad for blackpink and that they have fans like you gu ,HOF,HATE,hasoc_2020_en_335
1130035469641768960,mags news test mode may 19 2019 at 04 58pm ,NOT,NONE,hasoc_2020_en_2854
1126806551803629568,they cooperated as much as they could before your friend her twted their private info just like ,NOT,NONE,hasoc_2020_en_4676
1126837866468990976,rt juke jam by chance the rapper is fucking classic ,HOF,PRFN,hasoc_2020_en_5309
1123562404472918017,rt if ever there was an advert for abolishing the lords it is lord bichard who says retired people could do work for pensions pe ,NOT,NONE,hasoc_2020_en_5186
1126980074358571008,3 people followed me automatically checked by ,NOT,NONE,hasoc_2020_en_503
1123665206838734850,all i hear is my siblings coming in the house ewww what is that awful smell jesss did you poop again me i am sick sorry ,HOF,OFFN,hasoc_2020_en_567
1130311593265389569,rt nigerians don have chill they ve made music video for the fuck you but to jesus be my glory guy tears of joy ,HOF,PRFN,hasoc_2020_en_3385
1123691907811565569,rt if i can have you bitch you can have me all of me ,HOF,PRFN,hasoc_2020_en_4945
1126930149566570497,rt georgia will put your ass in jail if you go out of state for an abortion colorado don give af if you got some mushrooms ,HOF,PRFN,hasoc_2020_en_764
1130191581619924992,i never trusted the hand dryers ,HOF,NONE,hasoc_2020_en_4471
1123712115964030977,rt wait fucking minute eggman those arent the chaos emeralds ,HOF,PRFN,hasoc_2020_en_596
1126912319592775681,i wanted thit to save her from him here and beat the shit out of him and after that out of himself too ,HOF,PRFN,hasoc_2020_en_3636
1127085963765698560,thank you so much two hearts two hearts nobody deserves to go through something as horrid as that you re so strong ah ,NOT,NONE,hasoc_2020_en_1086
1123654578472476674,you need this here you go avalanchethearchitect drake ,NOT,NONE,hasoc_2020_en_3698
1126735886173925378,her if you don get two kills in two shots i going through your phone me fortnite xboxshare ,NOT,NONE,hasoc_2020_en_3446
1123579919898800128,it becoming increasingly unclear to me why you re still advocating for another pipeline when you ,NOT,NONE,hasoc_2020_en_1704
1126888256866586624,rt you are that bitch you got dis ,HOF,PRFN,hasoc_2020_en_120
1123637658679414788,you re pregnant you whore ,HOF,OFFN,hasoc_2020_en_1178
1123720810760474624,rt fuck just seeing their smol polite smiles sets my heart on fire ,HOF,PRFN,hasoc_2020_en_5056
1123727769077211138,tell me what it is that you want from me ,NOT,NONE,hasoc_2020_en_5259
1123662778365988864,rt only few minutes left go go go bbmastopsocial bts ,NOT,NONE,hasoc_2020_en_2141
1127031161002311682,rt close ass game lol ,HOF,PRFN,hasoc_2020_en_3020
1123480644888276992,rt cannae believe the shambles that was the ballot for the final which fickwit at cp decided to fuck people over ticket ,HOF,PRFN,hasoc_2020_en_1980
1127050710623948800,rt ugh help us have the show back instead i don wanna say bye savestar renewstar ,NOT,NONE,hasoc_2020_en_3084
1123750032447086594,rt taehyung and visual always go hand in hand ,NOT,NONE,hasoc_2020_en_1690
1123619069519785985,rt gamora getting ready to give the gays everything we want ,NOT,NONE,hasoc_2020_en_4651
1123609980454744064,1 like 1 indireta com inicial go go ,NOT,NONE,hasoc_2020_en_1325
1126828668389593088,bun him anyway he cheated ,HOF,OFFN,hasoc_2020_en_3367
1130163081328386048,mfers be sick asl hundred points that why i just do me ,HOF,PRFN,hasoc_2020_en_3464
1123581316572819456,if we would stop treating clinical terms as taboo they would not be taboo saying words like penis vagina sper ,NOT,NONE,hasoc_2020_en_4237
1126952882702622725,we need word for going somewhere alone sitting and waiting for some stranger to approach you ,NOT,NONE,hasoc_2020_en_1503
1130022979008630784,my sister thought she was so slick coming into the house drunk my dad caught her amp exposed tf out of her tears of joy tears of joy tears of joy ,NOT,NONE,hasoc_2020_en_354
1127050408659177472,wow i hate myself so much like i am wow of how much needy selfish crying bitch stupid ugly and unworthy i am ,HOF,PRFN,hasoc_2020_en_3143
1126973455763525632,i and i can not stress this enough know when you re lying ,NOT,NONE,hasoc_2020_en_3984
1123685914138546176,rt my bitch backwood ur bitch swisher sweet niggggga ,HOF,HATE,hasoc_2020_en_366
1126892283381604353,why does this country seem so determined to plumb all the depths of evil now i want us to be the opposite i want ,NOT,NONE,hasoc_2020_en_2402
1123627093231841280,suck my pussy ,HOF,PRFN,hasoc_2020_en_4301
1126901229823639553,rt to my young followers please don engage in cybercrime or yahoo yahoo you will only be destroying your own future work ,NOT,NONE,hasoc_2020_en_1715
1127083652687568896,ok then well bitch keep my name out your mouth and that real do you i don care fucking dumb ass bitch always ,HOF,PRFN,hasoc_2020_en_1763
1123671020152524800,swamp people you all be found out now ,NOT,NONE,hasoc_2020_en_4214
1130334078912409600,rt you re going to start having more energy to do what you came here to do your purpose will revel itself and the supply wi ,NOT,NONE,hasoc_2020_en_3942
1123663290050252800,rt i ll never understand just throwing shit on the ground ,HOF,PRFN,hasoc_2020_en_2347
1130070487898447873,rt vegans think they re so sick ,HOF,PRFN,hasoc_2020_en_2590
1130173713909997569,i need them jays ,NOT,NONE,hasoc_2020_en_1546
1123582293837271042,omg curry dunks and it like top 10 plays come on espn you re better than that ,NOT,NONE,hasoc_2020_en_3026
1126987607336992768,rt projared earthworm jim looking ass cheating on solid 8 10 with 1 10 will never not be fucking hilarious to me ht ,HOF,PRFN,hasoc_2020_en_2629
1123529412090028034,sick and tired of pretending ,NOT,NONE,hasoc_2020_en_3973
1126816236438843393,rt unnie you re ,NOT,NONE,hasoc_2020_en_3457
1130312440514613248,tbh that ending for got was trash ,HOF,NONE,hasoc_2020_en_4663
1130129581434908674,rt who the dumbass that drop kicked arnold schwarzenegger we need names ,HOF,OFFN,hasoc_2020_en_3890
1123789567977504769,rt reminds myself he not worth my tears fuck that idiot ,HOF,PRFN,hasoc_2020_en_4574
1130244182390579200,rt this is the funniest fucking thing i ve ever seen ,HOF,PRFN,hasoc_2020_en_890
1130108630869651456,rt report me for what exactly saying that band has shit music grow up you massive fucking sap tears of joy tears of joy tears of joy ,HOF,PRFN,hasoc_2020_en_4893
1123548483573637121,rt you re an army if you use seokjin instead of jin namjoon instead of rm yoongi instead of suga hoseok instead of hope ,NOT,NONE,hasoc_2020_en_5143
1127001159133270017,so like it is oh shit sorry your life sucked or whatever yeah this place just seems to choose people ,HOF,PRFN,hasoc_2020_en_1872
1130293104752439296,rt teacher no question is dumb question the kid nobody likes asks question the rest of the class ,NOT,NONE,hasoc_2020_en_1727
1127046226929541120,you re so cute ,NOT,NONE,hasoc_2020_en_5161
1130148636170620928,rt donald trump reveals he somehow even more sick and twisted than we thought ,HOF,OFFN,hasoc_2020_en_2833
1126938789807632390,what the fuck has happened to you martin pinning ur colours to racist like farage i ashamed of you ,HOF,OFFN,hasoc_2020_en_2887
1123562752604348417,rt good to know rich people have always been dumb as shit ,HOF,HATE,hasoc_2020_en_1473
1123655681586843648,rt lindsey graham is losing his shit and just used the word fuck on live tv super big sick ass sycophant lindsey needs to ,HOF,PRFN,hasoc_2020_en_2280
1123546122193186821,i say expose because he literally cheating but you know how some girls are when you tell them what their men are up to ,NOT,NONE,hasoc_2020_en_3739
1126925959435890689,i can get the 14 days free trial please fix i don have money for ps plus i need this ,NOT,NONE,hasoc_2020_en_2327
1126944456341692417,4 people followed me automatically checked by ,NOT,NONE,hasoc_2020_en_3802
1123753790539276289,rt foia disclosures help lead to criminal referral on russiagate targeting of ,NOT,NONE,hasoc_2020_en_3316
1127064136582684673,ehhhhh i don know the only cat i ve ever had my parents told me got sick and died but 16 years ,NOT,NONE,hasoc_2020_en_3658
1130135294051868672,this shit got me dead but all wild as hell yall basically calling this nigga child molester ,HOF,HATE,hasoc_2020_en_2558
1127052975552311297,that ah damn shame ,NOT,NONE,hasoc_2020_en_1945
1123661096433463297,rt they still think you re nuts ,HOF,PRFN,hasoc_2020_en_4985
1123613440768126978,just like her father ,NOT,NONE,hasoc_2020_en_3943
1130337639872155648,damn hitchcock scully ,HOF,PRFN,hasoc_2020_en_2885
1127065248094150661,big mood ,NOT,NONE,hasoc_2020_en_365
1123550488451067904,rt this is racist ,NOT,NONE,hasoc_2020_en_995
1123578841937653760,yup lol ,NOT,NONE,hasoc_2020_en_2533
1127021476337594374,i bet all better be fucking playing after i almost died at the wedding ,HOF,PRFN,hasoc_2020_en_5158
1123682919422337025,drafting chapter six of changeling guide to mastodon for screen reader users while you re waiting for it to come ,NOT,NONE,hasoc_2020_en_3736
1126846431241875456,rt i picked myself up everytime i fell i don owe nobody shit ,HOF,PRFN,hasoc_2020_en_1115
1126777434961924096,rt 2014 modi means business 2015 why modi matters 2019 india divider in chief modi achievement in 5 years ,NOT,NONE,hasoc_2020_en_3838
1126814470637019136,no most americans think you are disgrace case closed ,HOF,HATE,hasoc_2020_en_4513
1123781208708665345,rt all my friend is an idiot she thought this blind man was dancing to her music ,HOF,OFFN,hasoc_2020_en_1106
1127047904647159809,had an awesome time at the concert was fucking amazing ,HOF,PRFN,hasoc_2020_en_5361
1123620432651927553,god damn ,HOF,PRFN,hasoc_2020_en_385
1130168999486951424,rt get in loser we re healing from past trauma and changing our negative coping mechanisms ,NOT,NONE,hasoc_2020_en_3937
1123690360084017154,rt monsoon delayed modi you piece of shit masoodazhar designated global terrorist congrats sushma ji ,HOF,OFFN,hasoc_2020_en_2175
1130053576456323074,rt boris johnson charlatan and an inveterate liar will complete the transmutation of the tory party into an ultra righ ,NOT,NONE,hasoc_2020_en_3677
1130211760412221441,rt this shit took me back i bouta cry bitch ,HOF,PRFN,hasoc_2020_en_491
1130161391032098816,rt beauty gurus are so problematic can yall just not shit talk eachother and just post videos this is not some compet ,HOF,HATE,hasoc_2020_en_4686
1126939423147425792,rt happy to stand with the old cunts miriam and malcolm gammon they are my people sick of thick sanctimonious over ,HOF,PRFN,hasoc_2020_en_892
1130297387157786626,so basically after all that jon gone back to the wall bran is king and arya is going travelling wtf ,HOF,PRFN,hasoc_2020_en_1940
1123631371392413696,it crazy how the homie introduced me to this lady she only fuck wit me now ,HOF,PRFN,hasoc_2020_en_875
1126928354412773380,but then i want lunch plate from young garden ,NOT,NONE,hasoc_2020_en_5329
1126927096121569281,and twitter found that he violated their tos soooooo buh bye ,NOT,NONE,hasoc_2020_en_4586
